Time,Agent,x,y,z,Action
00:00:02,1,3.545293,6.154211,0.5052,Sleep_Sleep
00:00:04,1,5.583760363252262,3.9220780553310575,0.5052,Sleep_Sleep
00:00:07,1,6.838201807736061,1.062599226796265,0.5052,Sleep_Sleep
00:00:09,1,6.999487400724878,2.839939713635294,0.5052,Sleep_Sleep
00:00:12,1,6.976963066731731,2.2117981341635513,0.5052,Sleep_Sleep
00:00:14,1,7.0434888823485515,2.179933812266027,0.5052,Sleep_Sleep
00:00:16,1,7.734631096137556,2.5365794707649103,0.5052,Sleep_Sleep
00:00:19,1,7.8267645978502,1.9930384333783864,0.5052,Sleep_Sleep
00:00:21,1,7.460028728437312,2.7870552217696094,0.5052,Sleep_Sleep
00:00:24,1,7.0583965047970745,2.634220489600856,0.5052,Sleep_Sleep
00:00:26,1,7.265610900263731,2.2674579998385314,0.5052,Sleep_Sleep
00:00:29,1,7.5518941617886854,2.979531932050032,0.5052,Sleep_Sleep
00:00:31,1,7.138067469475212,2.3673402168213724,0.5052,Sleep_Sleep
00:00:33,1,7.184193614923307,2.239510124013083,0.5052,Sleep_Sleep
00:00:36,1,7.128219972261651,2.6217252397949107,0.5052,Sleep_Sleep
00:00:38,1,7.344277151892701,2.947715799426697,0.5052,Sleep_Sleep
00:00:41,1,7.047154039438879,1.9887281466237097,0.5052,Sleep_Sleep
00:00:43,1,7.872946422456231,2.457644331425457,0.5052,Sleep_Sleep
00:00:45,1,7.460997968985555,2.9039259568612454,0.5052,Sleep_Sleep
00:00:48,1,7.8430080571741065,2.8575294182017026,0.5052,Sleep_Sleep
00:00:50,1,7.452165981456785,2.7740035688925024,0.5052,Sleep_Sleep
00:00:52,1,7.321427621997801,2.751761508240235,0.5052,Sleep_Sleep
00:00:55,1,7.397844673385082,2.0873930785529087,0.5052,Sleep_Sleep
00:00:57,1,7.214008146001669,2.9773194352486985,0.5052,Sleep_Sleep
00:01:00,1,7.607045645035798,2.0880914849835572,0.5052,Sleep_Sleep
00:01:02,1,7.6829337564605575,2.850578227444207,0.5052,Sleep_Sleep
00:01:05,1,7.186120851640729,2.0913481215820946,0.5052,Sleep_Sleep
00:01:07,1,7.489496715490019,2.5088738921952407,0.5052,Sleep_Sleep
00:01:10,1,7.551663936125935,2.7218950850377435,0.5052,Sleep_Sleep
00:01:12,1,7.628925606232893,2.67621945789659,0.5052,Sleep_Sleep
00:01:14,1,7.0324976777274895,2.113749102130774,0.5052,Sleep_Sleep
00:01:16,1,7.66441692632227,2.6999342817778436,0.5052,Sleep_Sleep
00:01:19,1,7.629075985954106,2.539632949291743,0.5052,Sleep_Sleep
00:01:21,1,7.8156832380508865,2.718928385761105,0.5052,Sleep_Sleep
00:01:24,1,7.90493980945573,2.069064516044046,0.5052,Sleep_Sleep
00:01:26,1,7.001319486391581,2.200468349703632,0.5052,Sleep_Sleep
00:01:29,1,7.369368234947553,2.347889299688589,0.5052,Sleep_Sleep
00:01:31,1,7.047496617044715,2.926329684283588,0.5052,Sleep_Sleep
00:01:33,1,7.099875137572978,2.679034672309642,0.5052,Sleep_Sleep
00:01:36,1,7.410392938483357,2.4341134385480077,0.5052,Sleep_Sleep
00:01:38,1,7.029786945791956,2.159364138669243,0.5052,Sleep_Sleep
00:01:41,1,7.814809639753802,1.999463478206851,0.5052,Sleep_Sleep
00:01:43,1,7.885801340782961,2.784170322476883,0.5052,Sleep_Sleep
00:01:46,1,7.481936312369576,2.3802411113527517,0.5052,Sleep_Sleep
00:01:48,1,7.5015516414113295,2.007157988597403,0.5052,Sleep_Sleep
00:01:51,1,7.383748926854696,2.730770111307031,0.5052,Sleep_Sleep
00:01:53,1,7.224176547692563,2.4342529741820726,0.5052,Sleep_Sleep
00:01:56,1,7.909792281761659,2.9489491761452915,0.5052,Sleep_Sleep
00:01:58,1,7.596136767630153,2.686248748948203,0.5052,Sleep_Sleep
00:02:01,1,7.948782385221705,2.71362067362614,0.5052,Sleep_Sleep
00:02:03,1,7.882595556580666,2.4148199167913162,0.5052,Sleep_Sleep
00:02:06,1,7.290399545689633,2.831168093749003,0.5052,Sleep_Sleep
00:02:08,1,7.159535182631386,2.2491566264541785,0.5052,Sleep_Sleep
00:02:10,1,7.669171060319793,2.05016767844293,0.5052,Sleep_Sleep
00:02:12,1,7.018919258759211,2.7978694169107254,0.5052,Sleep_Sleep
00:02:15,1,7.633717419592613,2.71466942183255,0.5052,Sleep_Sleep
00:02:17,1,7.685179086029778,1.988486144666322,0.5052,Sleep_Sleep
00:02:20,1,7.585794070925479,2.656145027180081,0.5052,Sleep_Sleep
00:02:22,1,7.82013815822538,2.7212519223087948,0.5052,Sleep_Sleep
00:02:25,1,7.3271565444716416,2.5055352654017042,0.5052,Sleep_Sleep
00:02:27,1,7.343455343646077,2.020540324436958,0.5052,Sleep_Sleep
00:02:30,1,7.346246811482486,2.3251565045688314,0.5052,Sleep_Sleep
00:02:32,1,7.316451144181856,2.084541891197308,0.5052,Sleep_Sleep
00:02:35,1,6.959236793637812,2.701467178816532,0.5052,Sleep_Sleep
00:02:37,1,7.1997992932112185,2.536756575026028,0.5052,Sleep_Sleep
00:02:40,1,7.165446868609396,2.070874538687665,0.5052,Sleep_Sleep
00:02:42,1,7.539056712009765,2.735913305506941,0.5052,Sleep_Sleep
00:02:44,1,7.0565731995309555,2.722572347322411,0.5052,Sleep_Sleep
00:02:47,1,7.73816548472654,2.618490492325607,0.5052,Sleep_Sleep
00:02:49,1,7.5136787723026455,2.6286128224882077,0.5052,Sleep_Sleep
00:02:52,1,7.206095428402851,2.7504610460873984,0.5052,Sleep_Sleep
00:02:54,1,7.536906039586469,2.4478982494888504,0.5052,Sleep_Sleep
00:02:57,1,7.780629149445054,2.6980898711198016,0.5052,Sleep_Sleep
00:02:59,1,6.989461865886671,2.710306767040088,0.5052,Sleep_Sleep
00:03:01,1,7.847641615557841,2.1614468471285395,0.5052,Sleep_Sleep
00:03:03,1,7.4289321785008875,2.786123915307595,0.5052,Sleep_Sleep
00:03:06,1,7.162358660240866,2.6702080264969315,0.5052,Sleep_Sleep
00:03:08,1,7.370261883667584,2.674011327387067,0.5052,Sleep_Sleep
00:03:11,1,7.794109230062242,2.0804561740758136,0.5052,Sleep_Sleep
00:03:13,1,7.739629846234808,2.7622983289817165,0.5052,Sleep_Sleep
00:03:16,1,7.143068653016545,2.734119412158133,0.5052,Sleep_Sleep
00:03:18,1,7.163932598887046,2.827879036594703,0.5052,Sleep_Sleep
00:03:21,1,7.761223171964944,2.4252374359514683,0.5052,Sleep_Sleep
00:03:23,1,7.129847713918029,1.9849724700080893,0.5052,Sleep_Sleep
00:03:26,1,7.742870051911095,2.1017333965141436,0.5052,Sleep_Sleep
00:03:28,1,7.556492131674603,2.3925123978844804,0.5052,Sleep_Sleep
00:03:31,1,7.652348225167794,2.5061158000894332,0.5052,Sleep_Sleep
00:03:33,1,7.016835807194632,2.292584503467534,0.5052,Sleep_Sleep
00:03:35,1,7.9049122658284805,2.225904012994743,0.5052,Sleep_Sleep
00:03:38,1,7.3510281715322705,2.4797928180154893,0.5052,Sleep_Sleep
00:03:40,1,6.970062399169476,2.5993087834502635,0.5052,Sleep_Sleep
00:03:43,1,7.627566284417728,2.448820960738118,0.5052,Sleep_Sleep
00:03:45,1,7.801647948504723,2.2816085982955987,0.5052,Sleep_Sleep
00:03:48,1,7.255395924332815,2.8632504997835033,0.5052,Sleep_Sleep
00:03:50,1,7.098524779223579,2.7033602285329374,0.5052,Sleep_Sleep
00:03:53,1,7.541822758924131,2.3871816355333473,0.5052,Sleep_Sleep
00:03:55,1,7.911125765193251,2.509194503288663,0.5052,Sleep_Sleep
00:03:58,1,7.320582801148765,2.272354326756773,0.5052,Sleep_Sleep
00:04:00,1,7.790946568267337,2.561199194696836,0.5052,Sleep_Sleep
00:04:02,1,7.1389538511416575,2.0968933456897365,0.5052,Sleep_Sleep
00:04:05,1,7.485193245082846,2.6126774974449436,0.5052,Sleep_Sleep
00:04:07,1,6.993068556220097,2.5871817762268434,0.5052,Sleep_Sleep
00:04:10,1,7.07005302102506,1.9840778194178497,0.5052,Sleep_Sleep
00:04:12,1,7.278576022643153,2.9086752028227725,0.5052,Sleep_Sleep
00:04:15,1,7.7273067032724985,2.163136452628857,0.5052,Sleep_Sleep
00:04:17,1,7.931253229788307,2.046240305595852,0.5052,Sleep_Sleep
00:04:20,1,7.66650107392905,2.3827948372733796,0.5052,Sleep_Sleep
00:04:22,1,7.065482598779495,2.7676572175015646,0.5052,Sleep_Sleep
00:04:25,1,7.351888955933085,2.5358477793649357,0.5052,Sleep_Sleep
00:04:27,1,7.935588434018902,2.085637459048611,0.5052,Sleep_Sleep
00:04:29,1,7.399449446491408,2.163065970087599,0.5052,Sleep_Sleep
00:04:32,1,7.245094872021681,2.3033817548538895,0.5052,Sleep_Sleep
00:04:34,1,7.484113928983833,2.5044772310883756,0.5052,Sleep_Sleep
00:04:37,1,7.69158063944072,2.9712744069634662,0.5052,Sleep_Sleep
00:04:39,1,7.92848708863524,2.2419702286601018,0.5052,Sleep_Sleep
00:04:42,1,7.868143564637241,2.315722804003132,0.5052,Sleep_Sleep
00:04:44,1,7.836317471189941,2.757134126424827,0.5052,Sleep_Sleep
