Time,Agent,x,y,z,Action
00:00:02,1,3.700843,4.326674,0.5052,Toilet_Toilet
00:00:04,1,2.4,7.472832731543443,0.5052,Toilet_Toilet
00:00:06,1,1.2754427226760567,6.285191338512796,0.5052,Toilet_Toilet
00:00:09,1,0.5523287457479096,5.3458031734307285,0.5052,Toilet_Toilet
00:00:11,1,1.0325223033066,5.354376628959169,0.5052,Toilet_Toilet
00:00:13,1,0.9832456850160235,5.851292993649205,0.5052,Toilet_Toilet
00:00:16,1,1.3539902417437717,5.012166650304059,0.5052,Toilet_Toilet
00:00:18,1,1.0749390734792126,5.15359177713285,0.5052,Toilet_Toilet
00:00:20,1,1.1948392553713951,5.796227383928259,0.5052,Toilet_Toilet
00:00:22,1,0.64556203208967,5.664420916763713,0.5052,Toilet_Toilet
00:00:24,1,1.2568828672241221,4.925858051459722,0.5052,Toilet_Toilet
00:00:27,1,1.2035854590881199,5.166736707805303,0.5052,Toilet_Toilet
00:00:29,1,0.8290435646231831,5.099796653269846,0.5052,Toilet_Toilet
00:00:31,1,0.4087840475985487,5.908738971647507,0.5052,Toilet_Toilet
00:00:33,1,1.1101004753650712,5.208495595512844,0.5052,Toilet_Toilet
00:00:36,1,1.1489003645007143,5.882051871423251,0.5052,Toilet_Toilet
00:00:38,1,0.7093533481083476,5.901898728243661,0.5052,Toilet_Toilet
00:00:40,1,0.5583697317686722,5.220517302752965,0.5052,Toilet_Toilet
00:00:43,1,0.4798515625450068,5.848795575484921,0.5052,Toilet_Toilet
00:00:45,1,0.7149274178830922,5.869868000943035,0.5052,Toilet_Toilet
00:00:47,1,1.2018481053258392,4.940217836046599,0.5052,Toilet_Toilet
00:00:50,1,1.0961673702802397,5.648643077043284,0.5052,Toilet_Toilet
00:00:52,1,0.427064437547902,5.413319718648234,0.5052,Toilet_Toilet
00:00:54,1,0.7595497772325752,5.519136371874328,0.5052,Toilet_Toilet
00:00:57,1,1.0450823117169792,5.530692827407181,0.5052,Toilet_Toilet
00:00:59,1,0.5173061719678553,5.335704833179344,0.5052,Toilet_Toilet
00:01:01,1,0.9123432439243054,5.260388356572754,0.5052,Toilet_Toilet
00:01:04,1,1.283530493836448,5.440683923727052,0.5052,Toilet_Toilet
00:01:06,1,1.088311745144103,5.676025504071919,0.5052,Toilet_Toilet
00:01:08,1,0.8068264380368904,5.019328962542069,0.5052,Toilet_Toilet
00:01:10,1,1.1897674048691005,5.130896749994808,0.5052,Toilet_Toilet
00:01:13,1,1.146726353506264,5.390482273455713,0.5052,Toilet_Toilet
00:01:15,1,0.7433688078391598,5.692653432318157,0.5052,Toilet_Toilet
00:01:17,1,0.8569056924187901,5.731344299702548,0.5052,Toilet_Toilet
00:01:19,1,1.3744064847621356,5.0213374010122935,0.5052,Toilet_Toilet
00:01:22,1,0.994978810020377,5.679928259238391,0.5052,Toilet_Toilet
00:01:24,1,1.108725021346716,5.184022535145845,0.5052,Toilet_Toilet
00:01:26,1,0.49212039385357276,5.013948468380573,0.5052,Toilet_Toilet
00:01:29,1,0.9168040081303072,5.830888036359599,0.5052,Toilet_Toilet
00:01:31,1,0.5036384486753096,4.963125883041185,0.5052,Toilet_Toilet
00:01:33,1,1.0656952330499738,5.763532923925493,0.5052,Toilet_Toilet
00:01:36,1,0.9818800438938639,4.984341399935796,0.5052,Toilet_Toilet
00:01:38,1,1.3314448629621034,5.417575269752507,0.5052,Toilet_Toilet
00:01:40,1,0.7503156433011711,4.978282628954732,0.5052,Toilet_Toilet
00:01:43,1,1.1901233043261294,5.39411667948851,0.5052,Toilet_Toilet
00:01:45,1,0.894161841061192,5.221432577049441,0.5052,Toilet_Toilet
00:01:47,1,0.4667030820788344,5.670360218212079,0.5052,Toilet_Toilet
