Time,Agent,x,y,z,Action
00:00:02,1,4.063049,2.443224,0.5052,Sit_Working_with_tablet
00:00:04,1,3.7389220356683976,0.8530099254286332,0.5052,Sit_Working_with_tablet
00:00:06,1,3.945817639792718,1.0648242698287085,0.5052,Sit_Working_with_tablet
00:00:09,1,4.236913510524449,1.4366793680519776,0.5052,Sit_Working_with_tablet
00:00:11,1,4.488228060730416,0.6473232190738137,0.5052,Sit_Working_with_tablet
00:00:13,1,4.272206111073226,0.6070424128000939,0.5052,Sit_Working_with_tablet
00:00:15,1,4.234014897173243,1.1699415609903285,0.5052,Sit_Working_with_tablet
00:00:18,1,4.296696329662584,1.1294417648949553,0.5052,Sit_Working_with_tablet
00:00:20,1,4.02511941909845,1.2245513137810025,0.5052,Sit_Working_with_tablet
00:00:22,1,4.367294093117275,1.3403854515962237,0.5052,Sit_Working_with_tablet
00:00:24,1,3.9909410941233987,0.9201893948032999,0.5052,Sit_Working_with_tablet
00:00:27,1,4.4578270374760764,1.3127832095942242,0.5052,Sit_Working_with_tablet
00:00:29,1,4.014263276476006,0.9723216810938214,0.5052,Sit_Working_with_tablet
00:00:31,1,4.352091438003613,1.1869789972658866,0.5052,Sit_Working_with_tablet
00:00:34,1,4.464128352033366,1.0204531672386428,0.5052,Sit_Working_with_tablet
00:00:36,1,4.533164420177639,1.016488312582398,0.5052,Sit_Working_with_tablet
00:00:38,1,4.40975955460873,1.524444763621174,0.5052,Sit_Working_with_tablet
00:00:41,1,3.7929569781895296,1.0086304727556774,0.5052,Sit_Working_with_tablet
00:00:43,1,3.724003796177901,1.3776995985694405,0.5052,Sit_Working_with_tablet
00:00:45,1,4.54168891746281,0.7668526039157425,0.5052,Sit_Working_with_tablet
00:00:48,1,4.050992464999604,0.9530326790321356,0.5052,Sit_Working_with_tablet
00:00:50,1,4.351297364707862,0.7835543936620143,0.5052,Sit_Working_with_tablet
00:00:52,1,4.441409302238457,1.4934573104018207,0.5052,Sit_Working_with_tablet
00:00:55,1,3.980258956245025,1.5730918140007017,0.5052,Sit_Working_with_tablet
00:00:57,1,3.81682355119431,0.9871103739512183,0.5052,Sit_Working_with_tablet
00:00:59,1,4.078486836435048,0.702752499958911,0.5052,Sit_Working_with_tablet
00:01:01,1,3.7907973403520594,1.2610445812431947,0.5052,Sit_Working_with_tablet
00:01:04,1,4.403576600166673,0.6192742418525028,0.5052,Sit_Working_with_tablet
00:01:06,1,3.8749962429513514,1.4995582506732508,0.5052,Sit_Working_with_tablet
00:01:08,1,3.7948011378670703,1.2392438512255208,0.5052,Sit_Working_with_tablet
00:01:11,1,4.09308977130891,1.1552309056870889,0.5052,Sit_Working_with_tablet
00:01:13,1,4.387243293173992,0.619705375918653,0.5052,Sit_Working_with_tablet
00:01:15,1,4.244078336857393,0.6176335871407779,0.5052,Sit_Working_with_tablet
00:01:17,1,3.7204482276143422,0.8262218181159682,0.5052,Sit_Working_with_tablet
00:01:20,1,4.062798115079769,1.539767643665497,0.5052,Sit_Working_with_tablet
